medication_id,medication_name,pharm_class_cd,pharm_class_title,simple_generic_cd,simple_generic_title,generic_name,gpi,strength,form,route
9505,ACETA-CODEINE 300 MG-30 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 300 mg-codeine 30 mg tablet,200615,300-30 mg,tablet,oral
9621,BANCAP HC 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
9907,HYDROGESIC 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
10090,PANLOR DC 356.4 MG-30 MG-16 MG CAPSULE,13495,"OPIOID ANALGESIC,NON-SALICYLATE,XANTHINE COMB",9990304300,ACETAMINOPHEN/CAFF/DIHYDROCOD,acetaminophen 356.4 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule,189935,356.4-30-16 mg,capsule,oral
10406,MORPHINE 50 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 50 mg/mL injection syringe,445694,50 mg/mL,syringe,injection
10407,MORPHINE 25 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 25 mg/mL injection syringe,445631,25 mg/mL,syringe,injection
10419,CETA PLUS 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
10611,HYDROMORPHONE 3 MG RECTAL SUPPOSITORY,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 3 mg rectal suppository,299079,3 mg,suppository,rectal
10676,PERCOCET 5 MG-325 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 5 mg-325 mg tablet,218930,5-325 mg,tablet,oral
10677,PERCODAN 4.5 MG-0.38 MG-325 MG TABLET,13200,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,9990307762,"OXYCODONE HCL,TEREPHTH/ASPIRIN",oxyCODONE HCL-oxyCODONE ter-aspirin 4.5 mg-0.38 mg-325 mg tablet,253289,4.5-0.38-325 mg,tablet,oral
10678,PERCODAN DEMI 2.44 MG-325 MG TABLET,13200,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,9990300415,OXYCODONE/ASPIRIN,oxyCODONE-aspirin 2.44 mg-325 mg tablet,281886,2.44-325 mg,tablet,oral
10684,NUMORPHAN 1 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,oxyMORphone 1 mg/mL injection solution,153957,1 mg/mL,solution,injection
10686,NUMORPHAN 1.5 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,oxyMORphone 1.5 mg/mL injection solution,199832,1.5 mg/mL,solution,injection
10689,NUBAIN 20 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6520003010,NALBUPHINE HCL,nalbuphine 20 mg/mL injection solution,279574,20 mg/mL,solution,injection
10692,NUMORPHAN 5 MG RECTAL SUPPOSITORY,12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,oxyMORphone 5 mg rectal suppository,232135,5 mg,suppository,rectal
10882,MEPERIDINE 25 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 25 mg/mL injection solution,202651,25 mg/mL,solution,injection
10883,MEPERIDINE 75 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 75 mg/mL injection solution,173618,75 mg/mL,solution,injection
10885,MORPHINE 8 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 8 mg/mL injection solution,158221,8 mg/mL,solution,injection
10896,DURAMORPH (PF) 0.5 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,9990304436,MORPHINE SULFATE/PF,morphine (PF) 0.5 mg/mL injection solution,293675,0.5 mg/mL,solution,injection
10897,DURAMORPH (PF) 1 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,9990304436,MORPHINE SULFATE/PF,morphine (PF) 1 mg/mL injection solution,206872,1 mg/mL,solution,injection
10898,MEPERIDINE (PF) 25 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,9990305139,MEPERIDINE HCL/PF,meperidine (PF) 25 mg/mL injection solution,475267,25 mg/mL,solution,injection
10899,MEPERIDINE (PF) 50 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,9990305139,MEPERIDINE HCL/PF,meperidine (PF) 50 mg/mL injection solution,475263,50 mg/mL,solution,injection
10900,INFUMORPH 200 P/F 10 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,9990304436,MORPHINE SULFATE/PF,morphine (PF) 10 mg/mL injection solution,449954,10 mg/mL,solution,injection
10901,INFUMORPH 500 P/F 25 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,9990304436,MORPHINE SULFATE/PF,morphine (PF) 25 mg/mL injection solution,449962,25 mg/mL,solution,injection
10903,MEPERIDINE (PF) 75 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,9990305139,MEPERIDINE HCL/PF,meperidine (PF) 75 mg/mL injection solution,475273,75 mg/mL,solution,injection
10904,MEPERIDINE (PF) 100 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,9990305139,MEPERIDINE HCL/PF,meperidine (PF) 100 mg/mL injection solution,475275,100 mg/mL,solution,injection
11189,MARGESIC-H 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
11396,FIORTAL/CODEINE 30 MG-50 MG-325 MG-40 MG CAPSULE,13118,"OPIOID AND SALICYLATE ANALGESICS,BARBIT,XANTHINE",9990305625,CODEINE/BUTALBITAL/ASA/CAFFEIN,codeine-butalbital-ASA-caffeine 30 mg-50 mg-325 mg-40 mg capsule,229786,30-50-325-40 mg,capsule,oral
11427,LORCET 10 MG-650 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 650 mg tablet,282392,10-650 mg,tablet,oral
15427,SUBLIMAZE (PF) 50 MCG/ML INJECTION SOLUTION,12733,"OPIOID ANALGESIC, ANESTHETIC ADJUNCT AGENTS",9990304461,FENTANYL CITRATE/PF,fentaNYL (PF) 50 mcg/mL injection solution,254593,50 mcg/mL,solution,injection
15429,ALFENTA 500 MCG/ML INJECTION SOLUTION,12733,"OPIOID ANALGESIC, ANESTHETIC ADJUNCT AGENTS",9990301825,ALFENTANIL HCL,alfentaniL 500 mcg/mL injection solution,215483,500 mcg/mL,solution,injection
16558,BUPRENEX 0.3 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6520001010,BUPRENORPHINE HCL,buprenorphine HCL 0.3 mg/mL injection solution,474313,0.3 mg/mL,solution,injection
16598,DOLOREX FORTE 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
16653,DAMASON-P 5 MG-500 MG TABLET,13200,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,9990304178,HYDROCODONE BITARTRATE/ASPIRIN,HYDROcodone-aspirin 5 mg-500 mg tablet,242922,5-500 mg,tablet,oral
16654,DUOCET 5 MG-500 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg tablet,265826,5-500 mg,tablet,oral
19636,MORPHINE 2 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 2 mg/mL injection solution,157900,2 mg/mL,solution,injection
20680,DURAGESIC 100 MCG/HR TRANSDERMAL PATCH,12236,OPIOID ANALGESICS,6510002500,FENTANYL,fentaNYL 100 mcg/hr transdermal patch,226805,100 mcg/hr,patch 72 hour,transdermal
20708,LORTAB ASA 5 MG-500 MG TABLET,13200,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,9990304178,HYDROCODONE BITARTRATE/ASPIRIN,HYDROcodone-aspirin 5 mg-500 mg tablet,242922,5-500 mg,tablet,oral
20860,POLYGESIC 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
21167,PP-CAP 65 MG CAPSULE,12236,OPIOID ANALGESICS,6510008510,PROPOXYPHENE HCL,propoxyphene 65 mg capsule,288670,65 mg,capsule,oral
21168,PC-CAP 65 MG-389 MG-32.4 MG CAPSULE,12236,OPIOID ANALGESICS,9990300004,PROPOXYPHENE/ASPIRIN/CAFFEINE,propoxyphene-ASA-caffeine 65 mg-389 mg-32.4 mg capsule,454219,65-389-32.4 mg,capsule,oral
21239,PENTAZOCINE 50 MG-NALOXONE 0.5 MG TABLET,12236,OPIOID ANALGESICS,9990300266,PENTAZOCINE HCL/NALOXONE HCL,pentazocine 50 mg-naloxone 0.5 mg tablet,234816,50-0.5 mg,tablet,oral
21620,HYCOMED 10 MG-650 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 650 mg tablet,282392,10-650 mg,tablet,oral
21621,HYCOMED 5 MG-500 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg tablet,265826,5-500 mg,tablet,oral
21628,HYCOMED 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
21655,NORCO 10 MG-325 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 325 mg tablet,204978,10-325 mg,tablet,oral
21951,MI-CODE 120 MG-12 MG/5 ML ORAL ELIXIR,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 120 mg-codeine 12 mg/5 mL Elixir,211599,120-12 mg/5 mL,elixir,oral
21952,MI-CODE 5 MG-500 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg tablet,265826,5-500 mg,tablet,oral
23680,STAGESIC 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
23694,HYDROSTAT 2 MG TABLET,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 2 mg tablet,222345,2 mg,tablet,oral
23695,HYDROSTAT 4 MG TABLET,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 4 mg tablet,282435,4 mg,tablet,oral
23704,MS/L 10 MG/5 ML ORAL SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 10 mg/5 mL oral solution,257805,10 mg/5 mL,solution,oral
23831,VANACET 5 MG-500 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg tablet,265826,5-500 mg,tablet,oral
23909,OXYIR 5 MG CAPSULE,12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,oxyCODONE 5 mg capsule,249787,5 mg,capsule,oral
24105,DOLACET 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
24201,ALOR 5 MG-500 MG TABLET,13200,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,9990304178,HYDROCODONE BITARTRATE/ASPIRIN,HYDROcodone-aspirin 5 mg-500 mg tablet,242922,5-500 mg,tablet,oral
24227,DOLAGESIC 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
24299,VENDONE 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
24416,PROPOXACET-N 100 100 MG-650 MG TABLET,12236,OPIOID ANALGESICS,9990304012,PROPOXYPHENE NAP/ACETAMINOPHEN,propoxyphene N-acetaminophen 100 mg-650 mg tablet,220323,100-650 mg,tablet,oral
24519,MORPHINE 15 MG/ML INTRAVENOUS SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 15 mg/mL intravenous solution,175650,15 mg/mL,solution,intravenous
24561,ENDOCET 5 MG-325 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 5 mg-325 mg tablet,218930,5-325 mg,tablet,oral
24562,ENDODAN (OLD FORMULA) 4.5 MG-0.38 MG-325 MG TABLET,13200,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,9990307762,"OXYCODONE HCL,TEREPHTH/ASPIRIN",oxyCODONE HCL-oxyCODONE ter-aspirin 4.5 mg-0.38 mg-325 mg tablet,253289,4.5-0.38-325 mg,tablet,oral
24568,"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 100 mg tablet,extended release",231407,100 mg,tablet extended release,oral
24871,PERCOLONE 5 MG TABLET,12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,oxyCODONE 5 mg tablet,298962,5 mg,tablet,oral
24878,"KADIAN 20 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 20 mg capsule,extended release pellets",548174,20 mg,"capsule,extend.release pellets",oral
24879,"KADIAN 50 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 50 mg capsule,extended release pellets",548175,50 mg,"capsule,extend.release pellets",oral
24880,"KADIAN 100 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 100 mg capsule,extended release pellets",548176,100 mg,"capsule,extend.release pellets",oral
25958,PHENAPHEN/CODEINE #3 325 MG-30 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 325 mg-codeine 30 mg capsule,168699,325-30 mg,capsule,oral
25959,PHENAPHEN/CODEINE #4 325 MG-60 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 325 mg-codeine 60 mg capsule,278169,325-60 mg,capsule,oral
25967,HYDROCODONE 2.5 MG-ACETAMINOPHEN 500 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 2.5 mg-acetaminophen 500 mg tablet,296384,2.5-500 mg,tablet,oral
25968,HYDROCODONE 7.5 MG-ACETAMINOPHEN 500 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 7.5 mg-acetaminophen 500 mg tablet,284772,7.5-500 mg,tablet,oral
25969,HYDROCODONE 7.5 MG-ACETAMINOPHEN 650 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 7.5 mg-acetaminophen 650 mg tablet,250482,7.5-650 mg,tablet,oral
25970,HYDROCODONE 5 MG-ACETAMINOPHEN 500 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg tablet,265826,5-500 mg,tablet,oral
25978,ROXANOL-T CONCENTRATE 100 MG/5 ML (20 MG/ML) ORAL SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine concentrate 100 mg/5 mL (20 mg/mL) oral solution,171547,100 mg/5 mL (20 mg/mL),solution,oral
26122,MEPERIDINE-PROMETHAZINE 50 MG-25 MG CAPSULE,12236,OPIOID ANALGESICS,9990300154,MEPERIDINE HCL/PROMETH HCL,meperidine-promethazine 50 mg-25 mg capsule,254957,50-25 mg,capsule,oral
28539,LORTAB 2.5 MG-500 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 2.5 mg-acetaminophen 500 mg tablet,296384,2.5-500 mg,tablet,oral
29067,HYDROMORPHONE 1 MG/ML ORAL LIQUID,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 1 mg/mL oral liquid,295333,1 mg/mL,liquid,oral
29069,HYDROMORPHONE 8 MG TABLET,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 8 mg tablet,183758,8 mg,tablet,oral
29482,OXYCODONE 5 MG CAPSULE,12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,oxyCODONE 5 mg capsule,249787,5 mg,capsule,oral
29504,OXYFAST 20 MG/ML ORAL CONCENTRATE,12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,oxyCODONE 20 mg/mL oral concentrate,285837,20 mg/mL,concentrate,oral
29712,ACTIQ 200 MCG LOZENGE ON A HANDLE,12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,fentaNYL 200 mcg lozenge on a handle,263554,200 mcg,lozenge on a handle,buccal
29713,ACTIQ 400 MCG LOZENGE ON A HANDLE,12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,fentaNYL 400 mcg lozenge on a handle,206325,400 mcg,lozenge on a handle,buccal
29714,ACTIQ 600 MCG LOZENGE ON A HANDLE,12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,fentaNYL 600 mcg lozenge on a handle,224210,600 mcg,lozenge on a handle,buccal
29715,ACTIQ 800 MCG LOZENGE ON A HANDLE,12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,fentaNYL 800 mcg lozenge on a handle,164610,800 mcg,lozenge on a handle,buccal
29716,"ACTIQ 1,200 MCG LOZENGE ON A HANDLE",12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,"fentaNYL 1,200 mcg lozenge on a handle",209467,"1,200 mcg",lozenge on a handle,buccal
29717,"ACTIQ 1,600 MCG LOZENGE ON A HANDLE",12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,"fentaNYL 1,600 mcg lozenge on a handle",256654,"1,600 mcg",lozenge on a handle,buccal
29814,ZYDONE 5 MG-400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 400 mg tablet,153695,5-400 mg,tablet,oral
29815,ZYDONE 7.5 MG-400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 7.5 mg-acetaminophen 400 mg tablet,286795,7.5-400 mg,tablet,oral
29816,ZYDONE 10 MG-400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 400 mg tablet,252972,10-400 mg,tablet,oral
29943,MORPHINE 15 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 15 mg/mL injection solution,158553,15 mg/mL,solution,injection
30214,MEPERIDINE 50 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 50 mg/mL injection solution,163736,50 mg/mL,solution,injection
30215,MEPERIDINE 100 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 100 mg/mL injection solution,209431,100 mg/mL,solution,injection
30221,HYDROMORPHONE 2 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 2 mg/mL injection syringe,443641,2 mg/mL,syringe,injection
30222,HYDROMORPHONE 4 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 4 mg/mL injection syringe,445636,4 mg/mL,syringe,injection
30224,MEPERIDINE 50 MG TABLET,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 50 mg tablet,179917,50 mg,tablet,oral
30225,HYDROMORPHONE 1 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 1 mg/mL injection syringe,445634,1 mg/mL,syringe,injection
30237,MEPERIDINE 25 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 25 mg/mL injection syringe,445605,25 mg/mL,syringe,injection
30238,MEPERIDINE 50 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 50 mg/mL injection syringe,445606,50 mg/mL,syringe,injection
30239,MEPERIDINE 75 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 75 mg/mL injection syringe,445607,75 mg/mL,syringe,injection
30240,MEPERIDINE 100 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 100 mg/mL injection syringe,445604,100 mg/mL,syringe,injection
30241,MORPHINE 2 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 2 mg/mL injection syringe,445611,2 mg/mL,syringe,injection
30242,MORPHINE 4 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 4 mg/mL injection syringe,445632,4 mg/mL,syringe,injection
30243,MORPHINE 8 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 8 mg/mL injection syringe,445633,8 mg/mL,syringe,injection
30244,MORPHINE 10 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 10 mg/mL injection syringe,445609,10 mg/mL,syringe,injection
30245,MORPHINE 15 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 15 mg/mL injection syringe,445610,15 mg/mL,syringe,injection
30250,CODEINE 30 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510002010,CODEINE PHOSPHATE,codeine 30 mg/mL injection syringe,221229,30 mg/mL,syringe,injection
30363,STADOL 2 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6520002010,BUTORPHANOL TARTRATE,butorphanol 2 mg/mL injection solution,234103,2 mg/mL,solution,injection
30364,STADOL 1 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6520002010,BUTORPHANOL TARTRATE,butorphanol 1 mg/mL injection solution,280743,1 mg/mL,solution,injection
30400,DEMEROL 50 MG TABLET,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 50 mg tablet,179917,50 mg,tablet,oral
30401,DEMEROL 100 MG TABLET,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 100 mg tablet,267200,100 mg,tablet,oral
30499,"MS CONTIN 200 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 200 mg tablet,extended release",231898,200 mg,tablet extended release,oral
30500,"MS CONTIN 15 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 15 mg tablet,extended release",265818,15 mg,tablet extended release,oral
30501,"MS CONTIN 30 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 30 mg tablet,extended release",204827,30 mg,tablet extended release,oral
30502,"MS CONTIN 60 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 60 mg tablet,extended release",234092,60 mg,tablet extended release,oral
30503,"MS CONTIN 100 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 100 mg tablet,extended release",231407,100 mg,tablet extended release,oral
30532,CODEINE SULFATE 30 MG TABLET,12236,OPIOID ANALGESICS,9990304032,CODEINE SULFATE,codeine sulfate 30 mg tablet,273536,30 mg,tablet,oral
30533,CODEINE SULFATE 60 MG TABLET,12236,OPIOID ANALGESICS,9990304032,CODEINE SULFATE,codeine sulfate 60 mg tablet,241783,60 mg,tablet,oral
30534,DILAUDID (PF) 1 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,9990305780,HYDROMORPHONE HCL/PF,HYDROmorphone (PF) 1 mg/mL injection solution,210158,1 mg/mL,solution,injection
30535,DILAUDID 2 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 2 mg/mL injection solution,227449,2 mg/mL,solution,injection
30536,DILAUDID 2 MG TABLET,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 2 mg tablet,222345,2 mg,tablet,oral
30537,DILAUDID 4 MG TABLET,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 4 mg tablet,282435,4 mg,tablet,oral
